sessionId,timestamp,role,content,turnIndex,topic,topicSegmentId,topicSegmentIndex,topicSummary,topicStartTurn,topicEndTurn,topicSource,topicConfidence,emotionPolarity,emotionIntensity,emotionLabel,emotionBaseScore,emotionScore,emotionEvidence,emotionSource,emotionConfidence,emotionValenceWeight,emotionLengthWeight,emotionStyleWeight,emotionGapWeight,emotionRecoveryWeight,emotionRiskPenalty,responseGapSec,isDropoffTurn,isQuestion,isTopicSwitch,activeHour,tokenCountEstimate
sess_001,2026-04-15T20:00:00+08:00,user,今天有点累我想找个人说说话,1,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,,false,false,false,20,9
sess_001,2026-04-15T20:00:22+08:00,assistant,我在这里陪你你愿意先说说最累的是哪一部分吗,2,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,22,false,false,false,20,14
sess_001,2026-04-15T20:01:10+08:00,user,工作上被否定了三次我觉得自己很差,3,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,48,false,false,false,20,10
sess_001,2026-04-15T20:01:33+08:00,assistant,连续被否定真的很伤人你现在这样难受是很正常的,4,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,23,false,false,false,20,14
sess_001,2026-04-15T20:02:41+08:00,user,我开始怀疑是不是我根本不适合这份工作,5,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,68,false,false,false,20,12
sess_001,2026-04-15T20:03:02+08:00,assistant,我们先不急着给自己下结论你愿意一起回看今天具体发生了什么吗,6,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,21,false,false,false,20,19
sess_001,2026-04-15T20:04:12+08:00,user,早会方案被主管说不落地中午复盘又说逻辑散晚上客户还临时改需求,7,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,70,false,false,false,20,19
sess_001,2026-04-15T20:04:35+08:00,assistant,你今天其实扛了很多而且每一次都还在继续应对这说明你并没有放弃,8,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,23,false,false,false,20,19
sess_001,2026-04-15T20:05:11+08:00,user,可我只记得自己被批评,9,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,36,false,false,false,20,7
sess_001,2026-04-15T20:05:39+08:00,assistant,大脑在压力下会优先记录威胁我们可以尝试补上你做对的两件事,10,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,28,false,false,false,20,18
sess_001,2026-04-15T20:06:22+08:00,user,我至少把客户会前资料整理好了还有我没把情绪带给同事,11,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,43,false,false,false,20,16
sess_001,2026-04-15T20:06:40+08:00,assistant,这两件都很关键你既保证了交付也在保护团队协作,12,工作压力与沟通,sess_001_topic_1,1,工作压力与沟通：今天有点累我想找个人说说话,1,12,rule,0.69,negative,medium,负向-中强度,35,37.6,工作上被否定了三次我觉得自己很差,llm,0.92,-4,3.3,4.5,0,0,1.2,18,false,false,false,20,14
sess_001,2026-04-15T20:07:15+08:00,user,你可以扮演我主管让我练习怎么沟通吗,13,训练演练,sess_001_topic_2,2,训练演练：你可以扮演我主管让我练习怎么沟通吗,13,17,rule,0.91,neutral,low,中性-低强度,50,55.7,你可以扮演我主管让我练习怎么沟通吗,llm,0.92,2.4,3.3,0,0,0,0,35,false,false,true,20,11
sess_001,2026-04-15T20:07:33+08:00,assistant,好的我先当主管请你用一分钟说明方案价值和落地路径,14,训练演练,sess_001_topic_2,2,训练演练：你可以扮演我主管让我练习怎么沟通吗,13,17,rule,0.91,neutral,low,中性-低强度,50,55.7,你可以扮演我主管让我练习怎么沟通吗,llm,0.92,2.4,3.3,0,0,0,0,18,false,false,false,20,15
sess_001,2026-04-15T20:08:26+08:00,user,本周方案目标是提升转化我会先从高意向用户试点并在三天内复盘数据,15,训练演练,sess_001_topic_2,2,训练演练：你可以扮演我主管让我练习怎么沟通吗,13,17,rule,0.91,neutral,low,中性-低强度,50,55.7,你可以扮演我主管让我练习怎么沟通吗,llm,0.92,2.4,3.3,0,0,0,0,53,false,false,false,20,20
sess_001,2026-04-15T20:08:44+08:00,assistant,表达很清楚如果主管追问风险你准备怎么回答,16,训练演练,sess_001_topic_2,2,训练演练：你可以扮演我主管让我练习怎么沟通吗,13,17,rule,0.91,neutral,low,中性-低强度,50,55.7,你可以扮演我主管让我练习怎么沟通吗,llm,0.92,2.4,3.3,0,0,0,0,18,false,false,false,20,13
sess_001,2026-04-15T20:09:18+08:00,user,风险是试点样本小我会同步记录异常并准备备用方案,17,训练演练,sess_001_topic_2,2,训练演练：你可以扮演我主管让我练习怎么沟通吗,13,17,rule,0.91,neutral,low,中性-低强度,50,55.7,你可以扮演我主管让我练习怎么沟通吗,llm,0.92,2.4,3.3,0,0,0,0,34,false,false,false,20,15
sess_001,2026-04-15T20:09:38+08:00,assistant,很好你已经具备可执行表达了要不要我给你一个30秒总结模板,18,行动收尾,sess_001_topic_3,3,行动收尾：要我想明天开会前再看一遍,18,20,rule,0.88,positive,medium,正向-中强度,72.5,77.8,要我想明天开会前再看一遍,llm,0.88,8,-1.5,0,0,0,1.2,20,false,false,true,20,18
sess_001,2026-04-15T20:10:04+08:00,user,要我想明天开会前再看一遍,19,行动收尾,sess_001_topic_3,3,行动收尾：要我想明天开会前再看一遍,18,20,rule,0.88,positive,medium,正向-中强度,72.5,77.8,要我想明天开会前再看一遍,llm,0.88,8,-1.5,0,0,0,1.2,26,false,false,false,20,8
sess_001,2026-04-15T20:10:30+08:00,assistant,当然模板我发你并建议今晚先休息明早再练一轮你已经做得很好,20,行动收尾,sess_001_topic_3,3,行动收尾：要我想明天开会前再看一遍,18,20,rule,0.88,positive,medium,正向-中强度,72.5,77.8,要我想明天开会前再看一遍,llm,0.88,8,-1.5,0,0,0,1.2,26,true,false,false,20,18
sess_002,2026-04-16T00:13:02+08:00,user,我又失眠了脑子停不下来,1,失眠与焦虑安抚,sess_002_topic_1,1,失眠与焦虑安抚：我又失眠了脑子停不下来,1,4,rule,0.91,negative,medium,负向-中强度,35,31.6,我又失眠了脑子停不下来,llm,0.92,-8,0.8,1.5,0,3.5,1.2,,false,false,false,0,7
sess_002,2026-04-16T00:13:20+08:00,assistant,收到我先陪你慢下来我们做一次四拍呼吸好吗,2,失眠与焦虑安抚,sess_002_topic_1,1,失眠与焦虑安抚：我又失眠了脑子停不下来,1,4,rule,0.91,negative,medium,负向-中强度,35,31.6,我又失眠了脑子停不下来,llm,0.92,-8,0.8,1.5,0,3.5,1.2,18,false,false,false,0,13
sess_002,2026-04-16T00:14:01+08:00,user,可以但我怕一闭眼就想到糟糕画面,3,失眠与焦虑安抚,sess_002_topic_1,1,失眠与焦虑安抚：我又失眠了脑子停不下来,1,4,rule,0.91,negative,medium,负向-中强度,35,31.6,我又失眠了脑子停不下来,llm,0.92,-8,0.8,1.5,0,3.5,1.2,41,false,false,false,0,10
sess_002,2026-04-16T00:14:19+08:00,assistant,那我们不闭眼你看着屏幕也行告诉我现在最担心的一个画面,4,失眠与焦虑安抚,sess_002_topic_1,1,失眠与焦虑安抚：我又失眠了脑子停不下来,1,4,rule,0.91,negative,medium,负向-中强度,35,31.6,我又失眠了脑子停不下来,llm,0.92,-8,0.8,1.5,0,3.5,1.2,18,false,false,false,0,17
sess_002,2026-04-16T00:15:06+08:00,user,我怕明天汇报时卡壳然后所有人都觉得我不行,5,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,47,false,false,true,0,13
sess_002,2026-04-16T00:15:32+08:00,assistant,这个担心很具体我们可以先为卡壳准备一句缓冲台词,6,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,26,false,false,false,0,15
sess_002,2026-04-16T00:16:28+08:00,user,我可以说让我用十秒整理重点吗,7,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,56,false,false,false,0,9
sess_002,2026-04-16T00:16:47+08:00,assistant,这句很好礼貌又专业你愿意再准备一个备用版本吗,8,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,19,false,false,false,0,14
sess_002,2026-04-16T00:17:15+08:00,user,也许我可以说我先回答核心结论再展开细节,9,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,28,false,false,false,0,12
sess_002,2026-04-16T00:17:31+08:00,assistant,很好现在我当提问者你用两句话回答这个项目价值是什么,10,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,16,false,false,false,0,16
sess_002,2026-04-16T00:18:20+08:00,user,它可以减少重复沟通并提高交付一致性还能让风险更早暴露,11,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,49,false,false,false,0,17
sess_002,2026-04-16T00:18:39+08:00,assistant,回答有效如果我继续追问你如何衡量效果,12,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,19,false,false,false,0,12
sess_002,2026-04-16T00:19:16+08:00,user,看转化率和用户留存还有问题闭环时长,13,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,37,false,false,false,0,11
sess_002,2026-04-16T00:19:36+08:00,assistant,很好你已经具备结构了现在你体感焦虑从十分降到了几分,14,训练演练,sess_002_topic_2,2,训练演练：我怕明天汇报时卡壳然后所有人都觉得我不行,5,14,rule,0.82,mixed,medium,复杂-中强度,58.5,60.6,我怕明天汇报时卡壳然后所有人都觉得我不行,llm,0.82,0,3.3,0,0,0,1.2,20,false,false,false,0,16
sess_002,2026-04-16T00:20:11+08:00,user,大概从八分到四分我现在胸口没那么闷了,15,失眠与焦虑安抚,sess_002_topic_3,3,失眠与焦虑安抚：大概从八分到四分我现在胸口没那么闷了,15,15,rule,0.91,positive,medium,正向-中强度,65,74.5,大概从八分到四分我现在胸口没那么闷了,llm,0.92,8,1.5,0,0,0,0,35,false,false,true,0,12
sess_002,2026-04-16T00:20:34+08:00,assistant,很棒今晚最后一步是写下明天开场第一句然后关掉手机五分钟,16,行动收尾,sess_002_topic_4,4,行动收尾：很棒今晚最后一步是写下明天开场第一句然后,16,16,rule,0.88,positive,medium,正向-中强度,75,80.1,很棒今晚最后一步是写下明天开场第一句然后关掉手机五分钟,llm,0.92,8,-1.7,0,0,0,1.2,23,true,false,true,0,17
sess_003,2026-04-16T22:05:00+08:00,user,嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,,false,false,false,22,12
sess_003,2026-04-16T22:05:21+08:00,assistant,当然欢迎回来旅行者上次我们停在钟楼前你还记得那封信吗,2,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,21,false,false,false,22,17
sess_003,2026-04-16T22:06:04+08:00,user,记得信上说凌晨两点前必须找到蓝色钥匙,3,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,43,false,false,false,22,12
sess_003,2026-04-16T22:06:27+08:00,assistant,没错但今晚风向变了守卫提前巡逻你想潜行还是伪装,4,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,23,false,false,false,22,15
sess_003,2026-04-16T22:07:09+08:00,user,我选伪装但我怕临场紧张说错词,5,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,42,false,false,false,22,9
sess_003,2026-04-16T22:07:32+08:00,assistant,那我们先排练一句通行口令你跟我重复月影照铜门,6,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,23,false,false,false,22,14
sess_003,2026-04-16T22:07:59+08:00,user,月影照铜门,7,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,27,false,false,false,22,4
sess_003,2026-04-16T22:08:16+08:00,assistant,很好你声音很稳再来一次并在结尾停半秒,8,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,17,false,false,false,22,12
sess_003,2026-04-16T22:08:44+08:00,user,月影照铜门,9,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,28,false,false,false,22,4
sess_003,2026-04-16T22:09:03+08:00,assistant,完美守卫点头放行你已进入档案室下一步先找钥匙还是先读地图,10,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,19,false,false,false,22,18
sess_003,2026-04-16T22:09:40+08:00,user,先读地图我不想再因为冲动翻车,11,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,37,false,false,false,22,9
sess_003,2026-04-16T22:09:58+08:00,assistant,这是成熟的选择你正在从冒进者变成指挥者,12,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,18,false,false,false,22,12
sess_003,2026-04-16T22:10:31+08:00,user,这句我喜欢感觉你真的在陪我成长,13,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,33,false,false,false,22,10
sess_003,2026-04-16T22:10:52+08:00,assistant,谢谢你信任我下次我们继续钟楼线我会把你的成长记录在旅者日志,14,剧情角色扮演,sess_003_topic_1,1,剧情角色扮演：嗨守夜人今晚继续讲你那个蒸汽城故事吗,1,14,rule,0.8,positive,medium,正向-中强度,78.5,81.5,这句我喜欢感觉你真的在陪我成长,llm,0.92,3.4,0.8,0,0,0,1.2,21,true,false,false,22,19